created_at,entry_id,TEMPERATURE,TURBIDITY,DISOLVED OXYGEN,pH,AMMONIA,NITRATE,Population,Length,Weight
2021-06-25 17:45:13 CET,36,27.125,100,7.301,6.02773,0.00027,103,50,13.45,27.6
2021-06-25 17:47:23 CET,37,27.125,100,1.801,6.03227,0,65,50,13.45,27.6
2021-06-25 17:47:43 CET,38,27.125,100,4.66,6.02319,0,193,50,13.45,27.6
2021-06-25 17:48:03 CET,39,27.125,100,0,6.01865,0,190,50,13.45,27.6
2021-06-25 17:48:22 CET,40,27.125,100,0,6.03227,0,247,50,13.45,27.6
2021-06-25 17:48:42 CET,41,27.125,100,1.83,6.03227,0,75,50,13.45,27.6
2021-06-25 17:50:15 CET,42,27.1875,100,0,6.04135,0,113,50,13.45,27.6
2021-06-25 17:50:34 CET,43,27.125,100,5.42,6.02319,1E-05,72,50,13.45,27.6
2021-06-25 17:50:54 CET,44,27.125,100,0,6.03681,0,113,50,13.45,27.6
2021-06-25 17:51:14 CET,45,27.125,100,0,6.05497,0,114,50,13.45,27.6
2021-06-25 17:52:10 CET,46,27.125,100,4.16,6.03681,0,64,50,13.45,27.6
2021-06-25 17:53:07 CET,47,27.125,100,0,6.03227,0,64,50,13.45,27.6
2021-06-25 17:55:17 CET,48,27.125,100,0,6.03227,0,111,50,13.45,27.6
2021-06-25 17:55:37 CET,49,27.125,100,1.49,6.03227,0,126,50,13.45,27.6
2021-06-25 17:56:33 CET,50,27.1875,100,0,6.01865,0,95,50,13.45,27.6
2021-06-25 17:56:53 CET,51,27.125,100,0,6.03227,0,106,50,13.45,27.6
2021-06-25 17:57:12 CET,52,27.125,100,0,6.02319,0,217,50,13.45,27.6
2021-06-25 17:57:32 CET,53,27.125,100,0,6.02773,0,213,50,13.45,27.6
2021-06-25 17:57:51 CET,54,27.1875,100,1.331,6.02319,0,49,50,13.45,27.6
2021-06-25 17:58:11 CET,55,27.125,100,0.412,6.02319,2E-05,191,50,13.45,27.6
2021-06-25 17:58:31 CET,56,27.125,100,0,6.03227,0,199,50,13.45,27.6
2021-06-25 18:00:04 CET,57,27.1875,100,0,6.01411,0,137,50,13.45,27.6
2021-06-25 18:01:38 CET,58,27.1875,100,0,6.02319,0,240,50,13.45,27.6
2021-06-25 18:01:57 CET,59,27.125,100,0,6.03681,0,99,50,13.45,27.6
2021-06-25 18:02:17 CET,60,27.125,100,0,6.04135,0,80,50,13.45,27.6
2021-06-25 18:02:36 CET,61,27.1875,100,0.759,6.03681,0,226,50,13.45,27.6
2021-06-25 18:02:56 CET,62,27.125,100,0,6.03681,0,112,50,13.45,27.6
2021-06-25 18:03:52 CET,63,27.125,100,0,6.02319,0,54,50,13.45,27.6
2021-06-25 18:04:12 CET,64,27.125,100,0,6.02773,0,98,50,13.45,27.6
2021-06-25 18:04:31 CET,65,27.125,100,0,6.03681,0,53,50,13.45,27.6
2021-06-25 18:06:05 CET,66,27.125,100,21.651,6.01865,0,30,50,13.45,27.6
2021-06-25 18:07:01 CET,67,27.125,100,0,6.03227,0,133,50,13.45,27.6
2021-06-25 18:07:57 CET,68,27.125,100,0.282,6.02319,0,55,50,13.45,27.6
2021-06-25 18:08:16 CET,69,27.125,100,2.648,6.03227,0,193,50,13.45,27.6
2021-06-25 18:09:50 CET,70,27.125,100,0,6.03681,0,86,50,13.45,27.6
2021-06-25 18:11:23 CET,71,27.1875,100,0,6.05043,0,85,50,13.45,27.6
2021-06-25 18:11:43 CET,72,27.125,100,13.134,6.05497,0,42,50,13.45,27.6
2021-06-25 18:13:35 CET,73,27.125,100,2.055,6.03227,0,48,50,13.45,27.6
2021-06-25 18:16:22 CET,74,27.125,100,0,6.03227,0,39,50,13.45,27.6
2021-06-25 18:17:56 CET,75,27.1875,100,0,6.03227,1E-05,107,50,13.45,27.6
2021-06-25 18:18:16 CET,76,27.125,100,1.823,6.04135,0,28,50,13.45,27.6
2021-06-25 18:18:35 CET,77,27.125,100,0,6.05497,0,139,50,13.45,27.6
2021-06-25 18:18:55 CET,78,27.125,100,0,6.03681,0,87,50,13.45,27.6
2021-06-25 18:19:51 CET,79,27.125,100,0,6.03227,0,66,50,13.45,27.6
2021-06-25 18:20:11 CET,80,27.1875,100,0,6.03227,0,38,50,13.45,27.6
2021-06-25 18:20:30 CET,81,27.125,100,0,6.05497,0,17,50,13.45,27.6
2021-06-25 18:20:50 CET,82,27.125,100,0,6.05043,0,37,50,13.45,27.6
2021-06-25 18:21:10 CET,83,27.125,100,8.936,6.03681,3E-05,16,50,13.45,27.6
2021-06-25 18:22:06 CET,84,27.125,100,2.359,6.06858,0,16,50,13.45,27.6
2021-06-25 18:22:25 CET,85,27.125,100,15.015,6.04135,2E-05,45,50,13.45,27.6
2021-06-25 18:23:59 CET,86,27.1875,100,0,6.03681,0,101,50,13.45,27.6
2021-06-25 18:24:18 CET,87,27.125,100,12.641,6.03681,8E-05,31,50,13.45,27.6
2021-06-25 18:25:15 CET,88,27.125,100,0,6.04135,0,189,50,13.45,27.6
2021-06-25 18:26:11 CET,89,27.125,100,0,6.04135,0,203,50,13.45,27.6
2021-06-25 18:26:31 CET,90,27.125,100,2.38,6.05043,0,67,50,13.45,27.6
2021-06-25 18:26:51 CET,91,27.125,100,12.2,6.03681,1E-05,47,50,13.45,27.6
2021-06-25 18:27:10 CET,92,27.125,100,0.701,6.05043,0,137,50,13.45,27.6
2021-06-25 18:28:44 CET,93,27.125,100,0,6.03227,0,85,50,13.45,27.6
2021-06-25 18:30:17 CET,94,27.125,100,7.931,6.05043,0,1,50,13.45,27.6
2021-06-25 18:31:14 CET,95,27.125,100,3.249,6.03227,0,31,50,13.45,27.6
2021-06-25 18:32:47 CET,96,27.125,100,0,6.03681,0,69,50,13.45,27.6
2021-06-25 18:33:07 CET,97,27.0625,100,0.521,6.0822,0,0,50,13.45,27.6
2021-06-25 18:33:26 CET,98,27.125,100,1.244,6.05043,0,183,50,13.45,27.6
2021-06-25 18:33:46 CET,99,27.0625,100,0,6.02319,0,8,50,13.45,27.6
2021-06-25 18:34:24 CET,100,27.125,100,6.498,6.03227,0,3,50,13.45,27.6
2021-06-25 18:34:44 CET,101,27.125,100,6.302,6.07766,0,16,50,13.45,27.6
2021-06-25 18:35:40 CET,102,27.0625,100,2.207,6.03227,0,25,50,13.45,27.6
2021-06-25 18:38:28 CET,103,27.1875,100,0,6.05497,0,70,50,13.45,27.6
2021-06-25 18:40:01 CET,104,27.1875,100,0,6.02773,0,31,50,13.45,27.6
2021-06-25 18:40:21 CET,105,27.125,100,0,6.03681,0,192,50,13.45,27.6
2021-06-25 18:40:40 CET,106,27.125,100,0,6.03681,0,162,50,13.45,27.6
2021-06-25 18:41:00 CET,107,27.125,100,10.405,6.00957,3E-05,22,50,13.45,27.6
2021-06-25 18:41:19 CET,108,27.125,100,0,6.04135,0,28,50,13.45,27.6
2021-06-25 18:41:39 CET,109,27.125,100,0,6.03227,0,205,50,13.45,27.6
2021-06-25 18:42:54 CET,110,27.125,100,0,6.05043,0,43,50,13.45,27.6
2021-06-25 18:43:13 CET,111,27.125,100,0.455,6.04135,0,80,50,13.45,27.6
2021-06-25 18:43:33 CET,112,27.1875,100,1.881,6.01411,0,75,50,13.45,27.6
2021-06-26 16:37:15 CET,113,26.0625,100,12.435,5.97326,1E-05,0,50,13.68571429,29.63571429
2021-06-27 00:05:12 CET,114,25.25,100,0,6.05043,0,31,50,13.92142859,31.67142429
2021-06-28 09:35:23 CET,115,23.9375,100,0,6.16845,7.6301,2473,50,14.15714289,33.70713429
2021-06-29 17:26:25 CET,116,25.1875,100,0,6.0822,5517.12061,1001,50,14.39285719,35.74284429
2021-06-29 17:31:31 CET,117,25.25,100,2.274,6.07312,5250.39746,976,50,14.39285719,35.74284429
2021-06-29 18:43:12 CET,118,25.1875,100,1.978,6.09128,35517.87891,742,50,14.39285719,35.74284429
2021-06-30 01:09:29 CET,119,24.5,100,0,6.65871,inf,2467,50,14.62857149,37.77855429
2021-07-01 09:04:13 CET,120,24.875,100,0,6.2774,inf,1399,50,14.86428579,39.81426429
2021-07-07 15:15:34 CET,121,25.8125,100,0,6.33187,129.85301,828,50,15.10000009,41.84997429
2021-07-07 15:15:53 CET,122,25.9375,100,0,6.33641,133.92024,845,50,15.33571439,43.88568429
2021-07-07 15:16:13 CET,123,25.9375,100,0,6.33641,254.43057,868,50,15.33571439,43.88568429
2021-07-07 15:16:32 CET,124,25.9375,100,1.561,6.34549,127.87219,919,50,15.33571439,43.88568429
2021-07-07 15:16:52 CET,125,25.9375,100,0,6.34095,158.22548,922,50,15.33571439,43.88568429
2021-07-07 15:17:11 CET,126,25.875,100,2.306,6.34095,339.83801,907,50,15.33571439,43.88568429
2021-07-07 15:17:31 CET,127,26,100,1.142,6.34549,226.16016,934,50,15.33571439,43.88568429
2021-07-07 15:17:50 CET,128,25.9375,100,1.465,6.34095,131.86873,933,50,15.33571439,43.88568429
2021-07-07 15:18:14 CET,129,-127,100,1.543,6.32733,231.25386,873,50,15.33571439,43.88568429
2021-07-07 15:18:33 CET,130,25.9375,100,30.476,6.34095,161.60397,816,50,15.33571439,43.88568429
2021-07-07 15:18:53 CET,131,25.875,100,0,6.34095,303.96719,934,50,15.33571439,43.88568429
2021-07-07 15:19:13 CET,132,26,100,2.132,6.34549,263.24252,922,50,15.33571439,43.88568429
2021-07-07 15:19:33 CET,133,26,100,1.401,6.35003,116.0966,866,50,15.33571439,43.88568429
2021-07-07 15:19:52 CET,134,25.9375,100,1.874,6.32733,150.91507,912,50,15.33571439,43.88568429
2021-07-07 15:20:12 CET,135,25.9375,100,1.537,6.35003,141.02589,866,50,15.33571439,43.88568429
2021-07-07 15:20:31 CET,136,26,100,0,6.34549,165.06514,910,50,15.33571439,43.88568429
2021-07-07 15:20:51 CET,137,26,100,1.127,6.35003,142.49799,910,50,15.33571439,43.88568429
2021-07-07 15:21:11 CET,138,26,100,1.926,6.34549,93.26026,897,50,15.33571439,43.88568429
2021-07-07 15:21:30 CET,139,26,100,0,6.34549,159.90462,910,50,15.33571439,43.88568429
2021-07-07 15:21:50 CET,140,25.9375,100,0,6.34095,134.61209,883,50,15.33571439,43.88568429
2021-07-07 15:22:09 CET,141,26.0625,100,0.472,6.35003,168.61142,886,50,15.33571439,43.88568429
2021-07-07 15:22:29 CET,142,26,100,0,6.35911,228.69054,907,50,15.33571439,43.88568429
2021-07-07 15:23:33 CET,143,26,100,3.662,6.34095,6833.04736,1046,50,15.33571439,43.88568429
2021-07-07 15:23:53 CET,144,26,100,2.992,6.35911,40.31041,937,50,15.33571439,43.88568429
2021-07-07 15:24:13 CET,145,26.0625,100,2.345,6.35003,119.07129,914,50,15.33571439,43.88568429
2021-07-07 15:24:32 CET,146,26,100,0.89,6.37727,305.74231,850,50,15.33571439,43.88568429
2021-08-12 12:58:51 CET,147,27.375,-13,0,6.05951,inf,897,50,15.57142869,45.92139429
2021-08-12 12:59:11 CET,148,27.5625,-13,0,6.20931,0.00775,640,50,15.57142869,45.92139429
2021-08-12 12:59:31 CET,149,27.8125,-13,0,6.06858,0.00415,508,50,15.57142869,45.92139429
2021-08-12 13:00:28 CET,150,28.3125,-13,1.295,5.05628,inf,560,50,15.57142869,45.92139429
2021-08-12 13:01:24 CET,151,28.3125,-13,0,6.15937,4.49651,285,50,15.57142869,45.92139429
2021-08-12 13:01:44 CET,152,28.25,-13,0,6.21385,0.00389,264,50,15.57142869,45.92139429
2021-08-12 13:02:04 CET,153,28.3125,-13,0,5.93694,inf,256,50,15.57142869,45.92139429
2021-08-12 13:02:24 CET,154,28.1875,-13,0,5.01543,0.00481,464,50,15.57142869,45.92139429
2021-08-12 13:02:44 CET,155,28.1875,-2,0,6.17753,0.00083,262,50,15.57142869,45.92139429
2021-08-12 13:03:03 CET,156,28.1875,-13,0,6.22293,0.00448,303,50,15.57142869,45.92139429
2021-08-12 13:03:23 CET,157,28.125,-13,0,6.22747,0.00478,296,50,15.57142869,45.92139429
2021-08-12 13:03:43 CET,158,28.0625,-13,3.637,6.20477,0.00641,233,50,15.57142869,45.92139429
2021-08-12 13:04:02 CET,159,28,-13,0,6.18661,0.00282,234,50,15.57142869,45.92139429
2021-08-12 13:04:22 CET,160,27.9375,-13,32.411,6.20477,0.10116,243,50,15.57142869,45.92139429
2021-08-12 13:04:42 CET,161,27.9375,-13,3.205,6.21385,0.00589,242,50,15.57142869,45.92139429
2021-08-12 13:05:01 CET,162,27.8125,-13,0.224,6.20023,0.00399,237,50,15.57142869,45.92139429
2021-08-12 13:05:21 CET,163,27.75,-13,1.107,6.20023,0.00604,240,50,15.57142869,45.92139429
2021-08-12 13:05:41 CET,164,27.6875,-13,0,6.19569,0.00225,240,50,15.57142869,45.92139429
2021-08-12 13:06:01 CET,165,27.6875,-13,5.731,6.18661,0.00608,231,50,15.57142869,45.92139429
2021-08-12 13:06:20 CET,166,27.6875,-13,0,6.17299,0.00232,231,50,15.57142869,45.92139429
2021-08-12 13:06:40 CET,167,27.625,-13,0,6.1276,0.00323,233,50,15.57142869,45.92139429
2021-08-12 13:06:59 CET,168,27.625,-13,0,6.17299,0.00321,229,50,15.57142869,45.92139429
2021-08-12 13:07:19 CET,169,27.5625,-13,0,6.19569,0.00328,229,50,15.57142869,45.92139429
2021-08-12 13:07:39 CET,170,27.5,-13,0,6.17753,0.00263,222,50,15.57142869,45.92139429
2021-08-12 13:08:35 CET,171,27.4375,-13,7.641,6.17299,0.01113,214,50,15.57142869,45.92139429
2021-08-12 13:08:55 CET,172,27.4375,-13,0,6.16845,0.00274,222,50,15.57142869,45.92139429
2021-08-12 13:09:14 CET,173,27.4375,-13,0,6.16845,0.00353,221,50,15.57142869,45.92139429
2021-08-12 13:09:34 CET,174,27.4375,-13,0,6.11852,0.00249,221,50,15.57142869,45.92139429
2021-08-12 13:09:53 CET,175,27.375,-13,0,6.18207,0.0027,220,50,15.57142869,45.92139429
2021-08-12 13:10:13 CET,176,27.3125,-13,0,6.17753,0.00286,218,50,15.57142869,45.92139429
2021-08-12 13:10:32 CET,177,27.3125,-13,0,6.16845,0.00402,214,50,15.57142869,45.92139429
2021-08-12 13:10:52 CET,178,27.25,-13,6.642,6.15937,0.00958,214,50,15.57142869,45.92139429
2021-08-12 13:11:12 CET,179,27.25,-13,4.001,6.07312,0.0031,211,50,15.57142869,45.92139429
2021-08-12 13:11:31 CET,180,27.25,-13,2.279,6.15937,0.00312,210,50,15.57142869,45.92139429
2021-08-12 13:11:51 CET,181,27.1875,-13,2.402,6.13214,0.00304,208,50,15.57142869,45.92139429
2021-08-12 13:12:10 CET,182,27.125,-13,1.309,6.1276,0.00312,211,50,15.57142869,45.92139429
2021-08-12 13:12:30 CET,183,27.125,-13,0.933,6.17299,0.00431,203,50,15.57142869,45.92139429
2021-08-12 13:12:50 CET,184,27.0625,-13,0.969,6.13214,0.00284,209,50,15.57142869,45.92139429
2021-08-12 13:13:09 CET,185,27.0625,-13,0.897,6.1276,0.0031,213,50,15.57142869,45.92139429
2021-08-12 13:14:06 CET,186,27,-13,0.369,6.18661,0.00312,208,50,15.57142869,45.92139429
2021-08-12 13:14:25 CET,187,27.0625,-13,0.39,6.16845,0.00472,208,50,15.57142869,45.92139429
2021-08-12 13:14:45 CET,188,27.0625,-13,0.571,6.13214,0.00334,198,50,15.57142869,45.92139429
2021-08-12 13:15:04 CET,189,27.125,-13,0.817,6.16391,0.00448,208,50,15.57142869,45.92139429
2021-08-12 13:15:24 CET,190,27.125,-13,0.709,6.1276,0.00641,208,50,15.57142869,45.92139429
2021-08-12 13:15:44 CET,191,27.0625,-13,0.868,6.15937,0.00394,208,50,15.57142869,45.92139429
2021-08-12 13:16:40 CET,192,27.1875,-13,1.186,5.93694,inf,217,50,15.57142869,45.92139429
2021-08-12 13:17:00 CET,193,27.1875,-13,0.687,5.93694,0.00593,222,50,15.57142869,45.92139429
2021-08-12 13:17:19 CET,194,27.1875,-13,0.39,5.96872,inf,213,50,15.57142869,45.92139429
2021-08-12 13:18:16 CET,195,27.25,-13,0,6.05497,0.00294,199,50,15.57142869,45.92139429
2021-08-12 13:18:35 CET,196,27.25,-13,0,6.07312,0.00348,215,50,15.57142869,45.92139429
2021-08-12 13:18:55 CET,197,27.3125,-13,0,6.09582,0.00518,207,50,15.57142869,45.92139429
2021-08-12 13:19:14 CET,198,27.3125,-13,0,6.1276,0.00463,203,50,15.57142869,45.92139429
2021-08-12 13:19:34 CET,199,27.375,-13,0,6.1276,0.00457,202,50,15.57142869,45.92139429
2021-08-12 13:19:53 CET,200,27.375,-13,0,6.16845,0.00429,194,50,15.57142869,45.92139429
2021-08-12 13:20:13 CET,201,27.375,-13,0,6.11398,0.00407,197,50,15.57142869,45.92139429
2021-08-12 13:20:33 CET,202,27.375,-13,0,6.0822,0.00518,203,50,15.57142869,45.92139429
2021-08-12 13:21:29 CET,203,27.375,-13,0,6.13214,0.0031,197,50,15.57142869,45.92139429
2021-08-12 13:21:49 CET,204,27.4375,-13,0,6.05497,0.0049,202,50,15.57142869,45.92139429
2021-08-12 13:22:45 CET,205,27.5,-13,0.014,6.1049,0.00355,193,50,15.57142869,45.92139429
2021-08-12 13:23:05 CET,206,27.5,-13,0.007,6.10944,0.00372,202,50,15.57142869,45.92139429
2021-08-12 13:23:25 CET,207,27.5,-13,0,6.1276,0.00561,202,50,15.57142869,45.92139429
2021-08-12 13:23:44 CET,208,27.5625,-13,0.05,6.15937,0.00445,202,50,15.57142869,45.92139429
2021-08-12 13:24:04 CET,209,27.5625,-13,0.26,6.15937,0.00622,202,50,15.57142869,45.92139429
2021-08-12 13:24:23 CET,210,27.5625,-13,0.144,6.15937,0.00343,192,50,15.57142869,45.92139429
2021-08-12 13:24:43 CET,211,27.5625,-13,0.217,6.17753,0.0044,203,50,15.57142869,45.92139429
2021-08-12 13:25:03 CET,212,27.5625,-13,0.086,6.12306,0.006,203,50,15.57142869,45.92139429
2021-08-12 13:25:22 CET,213,27.5625,-13,0,6.1276,0.00561,203,50,15.57142869,45.92139429
2021-08-12 13:25:42 CET,214,27.5625,-13,0.014,6.12306,0.00484,203,50,15.57142869,45.92139429
2021-08-12 13:26:38 CET,215,27.625,-13,0,6.1049,0.00348,202,50,15.57142869,45.92139429
2021-08-12 13:27:35 CET,216,27.75,-13,0,6.16391,0.00407,202,50,15.57142869,45.92139429
2021-08-12 13:28:32 CET,217,27.875,-13,0,6.16391,0.00364,199,50,15.57142869,45.92139429
2021-08-12 13:28:52 CET,218,27.9375,-13,0,6.16845,0.00565,189,50,15.57142869,45.92139429
2021-08-12 13:29:11 CET,219,27.9375,-13,0,6.10944,0.00593,197,50,15.57142869,45.92139429
2021-08-12 13:29:31 CET,220,27.9375,-13,0,6.11852,0.0033,201,50,15.57142869,45.92139429
2021-08-12 13:29:51 CET,221,28,-13,0,6.10036,0.00328,197,50,15.57142869,45.92139429
2021-08-12 13:30:10 CET,222,27.9375,-13,0,6.1049,0.00323,197,50,15.57142869,45.92139429
2021-08-12 13:30:31 CET,223,27.9375,-13,0,6.12306,0.00512,204,50,15.57142869,45.92139429
2021-08-12 13:30:50 CET,224,28,-13,0,6.0822,0.00315,203,50,15.57142869,45.92139429
2021-08-12 13:31:10 CET,225,28.125,-13,0,6.05043,0.00509,203,50,15.57142869,45.92139429
2021-08-12 13:31:29 CET,226,28.1875,-13,0,6.04135,303.96719,205,50,15.57142869,45.92139429
2021-08-12 13:31:50 CET,227,28.25,-13,0,6.05951,0.00399,205,50,15.57142869,45.92139429
2021-08-12 13:32:10 CET,228,28.4375,-13,0,6.10944,inf,203,50,15.57142869,45.92139429
2021-08-12 13:32:30 CET,229,28.5625,-13,0,5.99595,inf,203,50,15.57142869,45.92139429
2021-08-12 13:32:49 CET,230,28.6875,-13,0,6.00503,0.00364,203,50,15.57142869,45.92139429
2021-08-12 13:33:09 CET,231,28.8125,-13,0,6.00503,0.00328,202,50,15.57142869,45.92139429
2021-08-12 13:33:28 CET,232,29,-13,0,6.00503,0.0035,199,50,15.57142869,45.92139429
2021-08-12 13:33:48 CET,233,29.125,-13,0,6.06858,0.06526,202,50,15.57142869,45.92139429
2021-08-12 13:34:07 CET,234,29.25,-13,0,6.03227,0.00357,199,50,15.57142869,45.92139429
2021-08-12 13:34:27 CET,235,29.3125,-13,0,6.1049,0.00561,191,50,15.57142869,45.92139429
2021-08-12 13:34:47 CET,236,29.3125,-13,0,6.11398,0.00256,192,50,15.57142869,45.92139429
2021-08-12 13:35:06 CET,237,29.3125,-13,0,6.1049,0.00296,190,50,15.57142869,45.92139429
2021-08-12 13:35:26 CET,238,29.375,-13,0,6.05497,0.00604,197,50,15.57142869,45.92139429
2021-08-12 13:35:46 CET,239,29.3125,-13,0,5.98687,0.00619,202,50,15.57142869,45.92139429
2021-08-12 13:36:06 CET,240,29.375,-13,0,6.00957,0.00575,201,50,15.57142869,45.92139429
2021-08-12 13:36:25 CET,241,29.4375,-13,0,6.04135,0.00534,201,50,15.57142869,45.92139429
2021-08-12 13:36:45 CET,242,29.5,-13,0,6.01865,0.00638,201,50,15.57142869,45.92139429
2021-08-22 21:25:00 CET,243,25.6875,-8,0,8.48358,8642.90918,720,50,15.80714299,47.95710429
2021-08-22 21:25:22 CET,244,25.6875,-10,0,8.48358,0.23756,1600,50,15.80714299,47.95710429
2021-08-22 21:25:46 CET,245,25.6875,-11,0,8.55167,0.45866,1552,50,15.80714299,47.95710429
2021-08-22 21:26:10 CET,246,25.6875,-11,0,8.48358,0.516,1521,50,15.80714299,47.95710429
2021-08-22 21:26:31 CET,247,25.6875,-11,0,10.3039,0.57801,1486,50,15.80714299,47.95710429
2021-08-22 21:26:56 CET,248,25.75,-12,0,9.70924,0.62801,1485,50,15.80714299,47.95710429
2021-08-22 21:27:18 CET,249,25.6875,-12,0,9.28706,0.66197,1467,50,15.80714299,47.95710429
2021-08-22 21:27:44 CET,250,25.6875,-11,0,8.37917,0.672,1454,50,15.80714299,47.95710429
2021-08-22 21:28:36 CET,251,25.6875,-10,0,7.60746,0.7837,1399,50,15.80714299,47.95710429
2021-08-22 21:29:01 CET,252,25.6875,-13,0,7.35779,0.87672,1410,50,15.80714299,47.95710429
2021-08-22 21:29:27 CET,253,25.6875,-11,0,7.21707,0.88659,1391,50,15.80714299,47.95710429
2021-08-22 21:29:57 CET,254,25.625,-13,0,7.08996,0.90329,1391,50,15.80714299,47.95710429
2021-08-22 21:30:20 CET,255,25.6875,-11,0,6.95832,0.98053,1365,50,15.80714299,47.95710429
2021-08-22 21:30:41 CET,256,25.6875,-11,0,6.99464,1.01397,1358,50,15.80714299,47.95710429
2021-09-24 13:31:02 CET,257,31,36,0,-1.74383,0.00266,335,50,16.04285729,49.99281429
2021-09-24 13:32:00 CET,258,31.625,36,0,-1.97535,1.04723,880,50,16.04285729,49.99281429
2021-09-24 13:32:24 CET,259,31.6875,36,0,-1.95265,0.51277,816,50,16.04285729,49.99281429
2021-09-24 13:32:46 CET,260,31.4375,36,0,-1.90272,0.37671,771,50,16.04285729,49.99281429
2021-10-01 11:28:43 CET,261,26.875,-3,0,-1.73022,6.20674,726,50,16.27857159,52.02852429
2021-10-01 11:29:04 CET,262,-127,-96,0,-1.59403,0,0,50,16.27857159,52.02852429
2021-10-01 11:29:25 CET,263,-127,-96,0,-1.61673,0,0,50,16.27857159,52.02852429
2021-10-01 11:29:45 CET,264,-127,-96,0,-1.63943,0,0,50,16.27857159,52.02852429
2021-10-01 11:30:08 CET,265,-127,-96,0,-1.61673,0,0,50,16.27857159,52.02852429
2021-10-01 11:31:32 CET,266,-127,-97,0,-1.63035,0,0,50,16.27857159,52.02852429
2021-10-06 12:34:22 CET,267,26.625,-13,6.282,3.5401,1E-05,210,50,16.51428589,54.06423429
2021-10-06 12:34:41 CET,268,26.5625,-13,11.94,3.39484,1E-05,175,50,16.51428589,54.06423429
2021-10-06 12:37:11 CET,269,26.625,-13,8.604,3.15425,1E-05,178,50,16.51428589,54.06423429
2021-10-06 12:37:31 CET,270,26.6875,-13,8.483,3.14971,1E-05,166,50,16.51428589,54.06423429
2021-10-06 12:37:50 CET,271,26.6875,-13,9.115,3.12701,0,157,50,16.51428589,54.06423429
2021-10-06 12:38:10 CET,272,26.6875,-13,9.876,3.12701,0,144,50,16.51428589,54.06423429
2021-10-06 12:38:29 CET,273,26.625,-13,9.435,3.12701,1E-05,154,50,16.51428589,54.06423429
